4/16/18,16.6,11.61,13.42
4/13/18,16.505,11.57,13.4
4/12/18,16.655,11.74,13.5
4/11/18,16.565,11.67,13.39
4/10/18,16.49,11.65,13.38
4/9/18,16.34,11.59,13.32
4/6/18,16.275,11.61,13.3
4/5/18,16.305,11.59,13.28
4/4/18,16.46,11.72,13.4
4/3/18,16.52,11.78,13.44
3/29/18,16.28,11.58,13.21
3/28/18,16.455,11.63,13.28
3/27/18,16.64,11.79,13.41
3/26/18,16.61,11.67,13.39
3/23/18,16.53,11.7,13.39
3/22/18,16.52,11.64,13.41
3/21/18,16.245,11.56,13.23
3/20/18,16.25,11.6,13.22
3/19/18,16.285,11.59,13.24
3/16/18,16.475,11.79,13.36
3/15/18,16.52,11.86,13.37
3/14/18,16.605,11.88,13.42
3/13/18,16.51,11.88,13.38
3/12/18,16.455,11.88,13.39
3/9/18,16.485,11.92,13.4
3/8/18,16.48,11.89,13.31
3/7/18,16.645,12.01,13.42
3/6/18,16.62,11.96,13.41
3/5/18,16.51,11.95,13.42
3/2/18,16.445,11.92,13.36
3/1/18,16.315,11.87,13.39
2/28/18,16.44,11.88,13.45
2/27/18,16.61,11.91,13.48
2/26/18,16.67,11.88,13.52
2/23/18,16.61,11.88,13.5
2/22/18,16.465,11.86,13.4
2/21/18,16.435,11.8,13.35
2/20/18,16.57,11.85,13.42
2/19/18,16.72,11.92,13.46
2/16/18,16.835,11.97,13.49
2/15/18,16.825,11.98,13.49
2/14/18,16.58,11.97,13.43
2/13/18,16.605,11.94,13.46
2/12/18,16.425,11.86,13.39
2/9/18,16.355,11.83,13.37
2/8/18,16.345,11.7,13.36
2/7/18,16.69,12.02,13.52
2/6/18,16.805,12.07,13.59
2/5/18,16.875,12.01,13.56
2/2/18,17.135,12.05,13.72
2/1/18,17.19,12.09,13.82
1/31/18,17.23,12.17,13.84
1/30/18,17.295,12.24,13.91
1/29/18,17.335,12.33,13.99
1/26/18,17.4,12.21,13.99
1/25/18,17.52,12.29,14.12
1/24/18,17.19,12.16,13.93
1/23/18,16.98,12.19,13.87
1/22/18,17.035,12.25,13.9
1/19/18,17.04,12.27,13.89
1/18/18,17.09,12.31,13.96
1/17/18,17.21,12.49,14.1
1/16/18,17.095,12.43,13.99
1/15/18,17.325,12.58,14.14
1/12/18,17.12,12.56,14.12
1/11/18,17.01,12.64,14.24
1/10/18,17.135,12.64,14.27
1/9/18,17.055,12.6,14.3
1/8/18,17.17,12.68,14.33
1/5/18,17.155,12.66,14.24
1/4/18,17.13,12.64,14.2
1/3/18,17.125,12.63,14.25
1/2/18,17.06,12.59,14.15
12/29/17,16.865,12.48,14.07
12/28/17,16.74,12.46,14.02
12/27/17,16.5,12.3,13.87
12/22/17,16.175,12.08,13.65
12/21/17,16.145,12.08,13.61
12/20/17,16.185,12.09,13.67
12/19/17,16.155,12.08,13.68
12/18/17,16.09,12.04,13.64
12/15/17,15.985,11.93,13.55
12/14/17,16.01,11.92,13.54
12/13/17,15.705,11.76,13.38
12/12/17,15.78,11.82,13.4
12/11/17,15.835,11.84,13.43
12/8/17,15.825,11.76,13.48
12/7/17,15.91,11.94,13.49
12/6/17,16.115,12.06,13.64
12/5/17,16.285,12.14,13.72
12/4/17,16.33,12.09,13.77
12/1/17,16.42,12.16,13.8
11/30/17,16.57,12.32,14
11/29/17,16.895,12.6,14.26
11/28/17,17.07,12.84,14.36
11/27/17,17.1,12.81,14.32
11/24/17,17.05,12.8,14.38
11/23/17,17.095,12.84,14.43
11/22/17,16.965,12.81,14.44
11/21/17,17,12.85,14.5
11/20/17,17.145,12.94,14.56
11/17/17,17.085,12.95,14.49
11/16/17,17.04,12.92,14.48
11/15/17,17.115,13,14.45
11/14/17,16.935,12.92,14.45
11/13/17,16.925,12.93,14.53
11/10/17,17,12.92,14.6
11/9/17,17.1,13.03,14.69
11/8/17,16.995,12.96,14.65
11/7/17,17.005,12.95,14.7
11/6/17,16.915,12.9,14.59
11/3/17,17.085,13.05,14.67
11/2/17,17.08,12.98,14.66
11/1/17,16.94,12.74,14.55
10/31/17,16.82,12.72,14.45
10/30/17,16.735,12.69,14.39
10/27/17,16.72,12.76,14.38
10/26/17,16.97,12.84,14.37
10/25/17,16.89,12.75,14.34
10/24/17,17.035,12.92,14.49
10/23/17,16.995,12.9,14.47
10/20/17,17.075,12.96,14.46
10/19/17,17.025,12.93,14.4
10/18/17,16.95,12.86,14.42
10/17/17,17.11,12.96,14.55
10/16/17,17.41,13.09,14.75
10/13/17,17.2,12.94,14.55
10/12/17,17.195,13.06,14.5
10/11/17,17.15,13,14.51
10/10/17,17.12,12.98,14.53
10/9/17,16.92,12.86,14.41
10/6/17,16.625,12.73,14.2
10/5/17,16.66,12.64,14.19
10/4/17,16.825,12.67,14.29
10/3/17,16.61,12.53,14.13
10/2/17,16.58,12.46,14.12
9/29/17,16.86,12.5962,14.2712
9/28/17,16.82,12.5326,14.2809
9/27/17,16.89,12.5819,14.3818
9/26/17,17.01,12.6657,14.4299
9/25/17,16.95,12.5733,14.2701
9/22/17,16.97,12.5166,14.1842
9/21/17,16.95,12.576,14.2389
9/20/17,17.38,12.8446,14.4785
9/19/17,17.15,12.7046,14.306
9/18/17,17.53,12.943,14.6584
9/15/17,17.7,13.0329,14.8105
9/14/17,17.75,13.3993,14.9135
9/13/17,17.91,13.4997,14.9449
9/12/17,17.75,13.367,14.8685
9/11/17,17.85,13.5074,14.8614
9/8/17,18.21,13.8049,15.0895
9/7/17,17.79,13.5916,14.8485
9/6/17,17.77,13.62,14.8965
9/5/17,17.88,13.7974,15.0303
9/4/17,17.8,13.7484,14.9492
9/1/17,17.5,13.5313,14.6923
8/31/17,17.34,13.4669,14.6243
8/30/17,17.44,13.4932,14.5966
8/29/17,17.6,13.5897,14.6228
8/25/17,17.02,13.2555,14.3993
8/24/17,16.93,13.2039,14.3584
8/23/17,17.06,13.3208,14.4785
8/22/17,17.02,13.273,14.4826
8/21/17,17.02,13.1979,14.4753
8/18/17,17.15,13.3039,14.597
8/17/17,17.02,13.2338,14.5532
8/16/17,16.68,12.9584,14.254
8/15/17,16.89,13.1174,14.3757
8/14/17,16.97,13.0891,14.3887
8/11/17,17.09,13.1827,14.5323
8/10/17,17.08,13.1385,14.5696
8/9/17,16.59,12.7596,14.136
8/8/17,16.39,12.5748,13.8722
8/7/17,16.13,12.3545,13.673
8/4/17,16.7,12.7093,14.0691
8/3/17,16.47,12.5038,13.914
8/2/17,16.67,12.6011,14.0853
8/1/17,16.74,12.6703,14.1708
7/31/17,16.76,12.7705,14.2857
7/28/17,16.56,12.6557,14.1466
7/27/17,16.79,12.77,14.3431
7/26/17,16.37,12.5412,14.0587
7/25/17,16.31,12.5163,13.9976
7/24/17,16.5,12.6602,14.1667
7/21/17,16.43,12.6326,14.1091
7/20/17,16.18,12.5048,14.0659
7/19/17,16.23,12.4368,14.0824
7/18/17,16.17,12.4146,13.9903
7/17/17,16.07,12.2991,14.0227
7/14/17,15.71,12.1126,13.7638
7/13/17,15.95,12.3414,14.0035
7/12/17,15.83,12.3104,13.8205
7/11/17,15.51,12.0186,13.61
7/10/17,15.22,11.8186,13.3614
7/7/17,15.84,12.2867,13.8801
7/6/17,16.01,12.361,14.0859
7/5/17,15.95,12.3557,14.0876
7/4/17,16.15,12.4807,14.2316
7/3/17,16.48,12.719,14.4879
6/30/17,16.47,12.6946,14.4398
6/29/17,16.83,12.9801,14.7554
6/28/17,16.78,13.0828,14.775
6/27/17,16.66,13.0667,14.7931
6/26/17,16.53,12.9759,14.7893
6/23/17,16.71,13.1172,14.9664
6/22/17,16.58,13.086,14.8486
6/21/17,16.51,13.0267,14.8058
6/20/17,16.59,13.095,14.8789
6/19/17,16.67,13.0224,14.8707
6/16/17,16.76,13.1142,14.9924
6/15/17,16.86,13.1904,15.0967
6/14/17,16.96,13.3239,15.1361
6/13/17,16.82,13.2098,15.0085
6/12/17,17.13,13.5009,15.2742
6/9/17,17.35,13.5993,15.516
6/8/17,17.6,13.5981,15.6653
6/7/17,17.6,13.6424,15.7059
6/6/17,17.56,13.6082,15.6214
6/5/17,17.52,13.5772,15.5858
6/2/17,17.19,13.3712,15.325
6/1/17,17.13,13.3266,15.2579
5/31/17,17.31,13.4845,15.4333
5/30/17,17.27,13.423,15.4874
5/26/17,17.29,13.4532,15.4072
5/25/17,17.15,13.233,15.2893
5/24/17,17.03,13.1384,15.2176
5/23/17,17.14,13.2161,15.2518
5/22/17,16.95,13.0435,15.0962
5/19/17,16.77,12.895,15.0228
5/18/17,16.81,12.897,15.0952
5/17/17,16.9,13.0291,15.2156
5/16/17,16.72,12.9693,15.1257
5/15/17,16.59,12.8306,15.1203
5/12/17,16.3,12.6769,14.9871
5/11/17,16.37,12.7008,15.0612
5/10/17,16.29,12.585,14.9876
5/9/17,16.22,12.5503,14.8848
5/8/17,16.38,12.6389,14.9575
5/5/17,16.27,12.5783,14.8462
5/4/17,16.5,12.8036,15.0933
5/3/17,16.85,13.0368,15.4431
5/2/17,16.95,13.1161,15.5277
4/28/17,17.41,13.4544,15.917
4/27/17,17.46,13.5349,16.0198
4/26/17,17.59,13.7175,16.1465
4/25/17,17.84,13.9168,16.3986
4/24/17,17.81,13.8967,16.4027
4/21/17,17.98,14.0546,16.8022
4/20/17,18.19,14.2076,16.9131
4/19/17,18.22,14.1878,16.9852
4/18/17,18.42,14.5567,17.2714
4/13/17,18.56,14.7971,17.4469
4/12/17,18.31,14.6539,17.2687
4/11/17,17.94,14.4363,16.9054
4/10/17,17.94,14.4654,16.9677
4/7/17,18.4,14.8112,17.3095
4/6/17,18.22,14.6275,17.0871
4/5/17,18.26,14.6338,17.1134
4/4/17,18.34,14.7321,17.2304
4/3/17,18.16,14.5245,17.0452
3/31/17,18.06,14.499,16.9101
3/30/17,18.1,14.53,16.8513
3/29/17,18.13,14.5822,16.8073
3/28/17,17.94,14.2914,16.533
3/27/17,17.94,14.2505,16.5102
3/24/17,17.63,14.1108,16.3135
3/23/17,17.55,14.0434,16.2711
3/22/17,17.58,14.1228,16.2974
3/21/17,17.31,13.8824,16.013
3/20/17,17.23,13.9176,16.0309
3/17/17,17.4,14.0765,16.2087
3/16/17,17.46,14.2125,16.2797
3/15/17,16.91,13.8663,15.9168
3/14/17,17,14.0172,15.9895
3/13/17,17.02,13.9212,15.9528
3/10/17,16.89,13.9104,15.9219
3/9/17,17.14,14.1047,16.2295
3/8/17,17.4,14.3222,16.4804
3/7/17,17.7,14.5213,16.736
3/6/17,17.81,14.5269,16.8321
3/3/17,17.66,14.4434,16.7568
3/2/17,18.33,14.9291,17.4223
3/1/17,18.33,14.8867,17.3975
2/28/17,18.28,14.6957,17.242
2/27/17,18.34,14.7713,17.3297
2/24/17,18.27,14.5554,17.2261
2/23/17,18,14.4242,17.0568
2/22/17,18,14.4741,17.1445
2/21/17,17.89,14.4065,16.9686
2/20/17,17.98,14.4209,16.9224
2/17/17,18.005,14.5014,16.9093
2/16/17,18.1,14.4904,17.0225
2/15/17,17.88,14.3892,16.935
2/14/17,17.905,14.3677,16.8502
2/13/17,17.97,14.3439,16.8859
2/10/17,17.62,14.1515,16.5586
2/9/17,17.715,14.1088,16.5855
2/8/17,17.74,14.2056,16.6604
2/7/17,17.6,14.2188,16.4918
2/6/17,17.6,14.106,16.3934
2/3/17,17.28,13.8406,16.1044
2/2/17,17.71,13.9537,16.383
2/1/17,17.6,13.9119,16.2948
1/31/17,17.29,13.8686,16.0792
1/30/17,17.1,13.6592,16.0398
1/27/17,16.7,13.3248,15.6148
1/26/17,16.86,13.3926,15.713
1/25/17,16.93,13.4579,15.7474
1/24/17,17.105,13.7345,15.9235
1/23/17,17.14,13.7848,15.9769
1/20/17,16.89,13.7373,15.877
1/19/17,16.95,13.7525,15.8946
1/18/17,17.12,13.9368,16.018
1/17/17,17,13.9162,15.873
1/16/17,16.82,13.9446,15.8709
1/13/17,16.76,13.7625,15.7445
1/12/17,16.91,13.7704,15.8735
1/11/17,16.79,13.8486,15.9616
1/10/17,16.665,13.7319,15.7618
1/9/17,16.52,13.5766,15.696
1/6/17,16.45,13.3058,15.5423
1/5/17,16.59,13.4747,15.809
1/4/17,16.42,13.3681,15.7415
1/3/17,15.95,12.9728,15.3454
12/30/16,16.24,13.2,15.3802
12/29/16,16.06,13.1049,15.3625
12/28/16,15.85,12.9589,15.217
12/23/16,15.74,12.8458,15.0636
12/22/16,15.77,12.7796,15.0952
12/21/16,16.03,12.9619,15.4016
12/20/16,15.8,12.7977,15.2216
12/19/16,16,12.8876,15.3404
12/16/16,16.05,12.9123,15.3603
12/15/16,16.14,12.9535,15.5088
12/14/16,17.11,13.5246,16.0672
12/13/16,17.01,13.3853,16.0351
12/12/16,16.86,13.3439,15.8967
12/9/16,16.95,13.4524,16.0284
12/8/16,17.13,13.502,15.8817
12/7/16,16.77,13.318,15.6407
12/6/16,16.79,13.1655,15.6346
12/5/16,16.62,13.0527,15.5371
12/2/16,16.35,12.9546,15.3564
12/1/16,16.3,12.9088,15.3455
11/30/16,16.67,13.3885,15.6585
11/29/16,16.54,13.2606,15.6111
11/28/16,16.68,13.4484,15.7284
11/25/16,16.465,13.2143,15.5492
11/24/16,16.31,13.092,15.4319
11/23/16,16.56,13.3559,15.5947
11/22/16,16.76,13.4629,15.7711
11/21/16,16.68,13.4701,15.687
11/18/16,16.51,13.2984,15.5388
11/17/16,17.04,13.6451,15.8748
11/16/16,16.95,13.6386,15.8456
11/15/16,17,13.681,15.7978
11/14/16,17.195,13.7307,15.9494
11/11/16,18.59,14.7341,17.0943
11/10/16,18.75,15.1063,17.2003
11/9/16,18.81,15.1157,16.9612
11/8/16,18.26,14.7199,16.5369
11/7/16,18.22,14.6734,16.4693
11/4/16,18.3,14.6459,16.4835
11/3/16,18.07,14.4989,16.316
11/2/16,18.54,15.0536,16.7042
11/1/16,18.24,14.9117,16.5412
10/31/16,17.76,14.5933,16.2177
10/28/16,17.61,14.5129,16.1323
10/27/16,17.66,14.4057,16.1633
10/26/16,17.66,14.4612,16.1692
10/25/16,17.73,14.4936,16.2975
10/24/16,17.64,14.4118,16.1939
10/21/16,17.51,14.3407,16.076
10/20/16,17.6,14.3498,16.0291
10/19/16,17.69,14.3786,16.1052
10/18/16,17.65,14.3741,16.0338
10/17/16,17.4,14.3045,15.834
10/14/16,17.47,14.2822,15.8645
10/13/16,17.59,14.3968,15.946
10/12/16,17.44,14.2321,15.8272
10/11/16,17.48,14.2612,15.7804
10/10/16,17.78,14.3087,15.9205
10/7/16,17.33,14.0108,15.5538
10/6/16,17.76,13.9821,15.877
10/5/16,17.8,13.986,15.856
10/4/16,18.74,14.6831,16.7771
10/3/16,19.18,14.8925,17.0671
9/30/16,19.35,14.9225,17.3325
9/29/16,19.01,14.6062,16.946
9/28/16,19.12,14.6874,17.0516
9/27/16,19.42,14.9904,17.2622
9/26/16,19.44,15.0395,17.2877
9/23/16,19.82,15.2779,17.6649
9/22/16,19.875,15.2229,17.6903
9/21/16,19.43,14.945,17.4307
9/20/16,19.17,14.7848,17.1467
9/19/16,19.12,14.6513,17.1311
9/16/16,18.91,14.3573,16.8463
9/15/16,18.96,14.3224,16.8683
9/14/16,19.04,14.4242,16.9606
9/13/16,19.16,14.444,17.0584
9/12/16,18.72,14.1134,16.6815
9/9/16,19.41,14.5775,17.2349
9/8/16,19.93,14.9043,17.6481
9/7/16,19.92,14.8857,17.7098
9/6/16,19.6,14.7015,17.5533
9/5/16,19.46,14.5954,17.431
9/2/16,18.75,14.1456,16.7635
9/1/16,18.65,14.0787,16.7265
8/31/16,18.74,14.2651,16.8192
8/30/16,18.78,14.3534,16.8174
8/26/16,18.67,14.145,16.5382
8/25/16,18.5,14.0162,16.3862
8/24/16,18.84,14.2307,16.7036
8/23/16,18.98,14.4006,16.7505
8/22/16,18.91,14.4528,16.739
8/19/16,19.415,14.7969,17.142
8/18/16,19.78,15.0373,17.4689
8/17/16,19.57,15.0446,17.3662
8/16/16,20.035,15.4293,17.7662
8/15/16,19.9,15.4025,17.814
8/12/16,19.87,15.3306,17.8142
8/11/16,20.21,15.5629,18.1272
8/10/16,20.335,15.5526,18.1936
8/9/16,19.7,15.176,17.7734
8/8/16,19.66,15.0432,17.7389
8/5/16,20.22,15.3647,18.141
8/4/16,20.16,15.2485,18.1116
8/3/16,20.59,15.4267,18.3856
8/2/16,20.71,15.6515,18.5109
8/1/16,20.51,15.5615,18.3683
7/29/16,20.04,15.2037,18.0346
7/28/16,20.41,15.5186,18.4156
7/27/16,19.58,14.9546,17.8081
7/26/16,19.68,15.0069,17.8925
7/25/16,19.41,14.7796,17.6663
7/22/16,19.7,15.0324,17.8798
7/21/16,19.34,14.6615,17.5547
7/20/16,19.7,14.9582,17.8896
7/19/16,19.99,15.183,18.0774
7/18/16,19.72,14.8999,17.8397
7/15/16,20.14,15.0636,18.0839
7/14/16,20.25,15.1538,18.2301
7/13/16,20.29,15.2522,18.3073
7/12/16,20.35,15.4718,18.3532
7/11/16,20.47,15.7801,18.5266
7/8/16,19.72,15.1961,17.8187
7/7/16,19.95,15.3085,18.0038
7/6/16,20.43,15.7457,18.462
7/5/16,19.73,14.989,17.6887
7/4/16,20.36,15.3614,18.3061
7/1/16,19.24,14.4825,17.2928
6/30/16,18.36,13.6101,16.4752
6/29/16,18.21,13.5511,16.4187
6/28/16,17.57,13.1739,15.8431
6/27/16,17.7,13.3979,16.0646
6/24/16,18.04,13.1881,16.3214
6/23/16,17.29,11.6056,15.1613
6/22/16,17.2,11.7198,15.228
6/21/16,17.36,11.7775,15.3411
6/20/16,17.335,11.8473,15.3028
6/17/16,17.37,12.1903,15.4263
6/16/16,17.71,12.5372,15.7928
6/15/16,17.41,12.264,15.5086
6/14/16,17.25,12.1745,15.3689
6/13/16,17.32,12.2342,15.3696
6/10/16,17.32,12.0111,15.3301
6/9/16,17.05,11.7863,15.03
6/8/16,16.75,11.4954,14.7279
6/7/16,16.31,11.1827,14.3574
6/6/16,16.4,11.3881,14.4672
6/3/16,16.1,11.1728,14.4511
6/2/16,15.98,11.0734,14.2691
6/1/16,15.95,11.0411,14.296
5/31/16,16.06,10.9895,14.3997
5/27/16,16.3,11.124,14.5848
5/26/16,16.46,11.2041,14.7267
5/25/16,16.205,11.0569,14.5441
5/24/16,16.27,11.1431,14.5515
5/23/16,16.31,11.2732,14.5547
5/20/16,16.56,11.358,14.7673
5/19/16,16.6,11.3465,14.8175
5/18/16,17.05,11.7724,15.126
5/17/16,17.08,11.7956,15.0857
5/16/16,17.32,12.0697,15.2963
5/13/16,17.09,11.859,15.0639
5/12/16,17.23,11.9057,15.1233
5/11/16,17.51,12.1378,15.3637
5/10/16,17.04,11.8153,15
5/9/16,17.33,11.9914,15.2164
5/6/16,17.31,11.9346,15.1483
5/5/16,17.38,12.0177,15.2109
5/4/16,17.18,11.863,14.9599
5/3/16,17.49,11.919,15.1023
4/29/16,17.855,12.2169,15.6678
4/28/16,17.35,11.9244,15.2931
4/27/16,17.34,11.8718,15.3356
4/26/16,16.95,11.6391,15.0213
4/25/16,16.86,11.6654,14.9813
4/22/16,17.19,11.9591,15.2569
4/21/16,17.32,12.0495,15.3125
4/20/16,16.97,11.806,14.9305
4/19/16,16.62,11.5674,14.6651
4/18/16,16.2,11.4093,14.3287
4/15/16,16.17,11.3978,14.3338
4/14/16,16.13,11.3937,14.3212
4/13/16,15.98,11.2109,14.1366
4/12/16,15.96,11.1476,13.9828
4/11/16,15.56,10.9308,13.6611
4/8/16,15.16,10.7778,13.338
4/7/16,15.22,10.812,13.3826
4/6/16,15.07,10.7084,13.2787
4/5/16,15.19,10.6934,13.3715
4/4/16,14.96,10.516,13.1679
4/1/16,15.38,10.7628,13.477
3/31/16,15.38,10.6791,13.5173
3/30/16,15.38,10.6828,13.5878
3/29/16,15.06,10.5595,13.4404
3/24/16,15.28,10.82,13.7028
3/23/16,15.58,10.9896,13.9182
3/22/16,15.89,11.1189,14.1609
3/21/16,15.81,10.986,14.0222
3/18/16,15.94,11.0151,14.1337
3/17/16,15.73,10.9411,13.8859
3/16/16,15.29,10.844,13.7847
3/15/16,15.32,10.82,13.808
3/14/16,15.6,10.8741,14.0427
3/11/16,15.5,10.8376,13.9552
3/10/16,15.27,10.7482,13.916
3/9/16,15.27,10.7361,13.916
3/8/16,15.66,11.0142,14.2208
3/7/16,15.66,11.0554,14.2948
3/4/16,15.43,10.9046,14.0464
3/3/16,14.97,10.6472,13.7567
3/2/16,14.82,10.5827,13.659
3/1/16,14.99,10.7271,13.7826
2/29/16,14.75,10.6475,13.5508
2/26/16,15.17,10.8621,13.7596
2/25/16,15.16,10.8565,13.7456
2/24/16,15.32,11.0287,13.9692
2/23/16,15.21,10.7811,13.8373
2/22/16,15,10.6315,13.5931
2/19/16,15.37,10.7573,13.8381
2/18/16,15.25,10.6124,13.7437
2/17/16,15.25,10.6546,13.6808
2/16/16,15.35,10.6427,13.7545
2/15/16,15.26,10.554,13.6347
2/12/16,15.64,10.7565,13.8652
2/11/16,15.65,10.856,13.7946
2/10/16,15.12,10.4039,13.4269
2/9/16,15.34,10.6314,13.6781
2/8/16,14.94,10.3628,13.4304
2/5/16,14.91,10.2629,13.3161
2/4/16,14.74,10.1049,13.1866
2/3/16,14.41,9.9379,13.1923
2/2/16,14.26,9.887,13.0574
2/1/16,14.33,10.0385,13.1843
1/29/16,14.08,9.8441,12.8961
1/28/16,13.58,9.4992,12.4484
1/27/16,14.38,10.0475,13.2206
1/26/16,14.33,10.0674,13.2379
1/25/16,14.22,9.9853,13.1448
1/22/16,14.17,9.9126,13.0804
1/21/16,14.01,9.9305,12.8485
1/20/16,14.05,9.9265,12.8805
1/19/16,14.03,9.8222,12.9166
1/18/16,13.88,9.7063,12.7433
1/15/16,13.8,9.6127,12.6559
1/14/16,14.02,9.7348,12.8259
1/13/16,13.83,9.6135,12.7772
1/12/16,13.88,9.6215,12.7856
1/11/16,13.97,9.5889,12.82
1/8/16,14.04,9.6171,12.9151
1/7/16,14.03,9.632,12.9095
1/6/16,14.005,9.5571,13.0206
1/5/16,14.01,9.5514,13.0217
1/4/16,14,9.4793,12.8229
12/31/15,13.82,9.3278,12.6882
12/30/15,13.82,9.3353,12.6534
12/29/15,13.93,9.395,12.6971
12/24/15,14.2,9.5149,12.9751
12/23/15,14.33,9.6271,13.1095
12/22/15,14.24,9.575,13.0117
12/21/15,14.2,9.5321,13.0695
12/18/15,13.82,9.264,12.7585
12/17/15,14.08,9.4402,12.9853
12/16/15,13.74,9.1472,12.5801
12/15/15,13.74,9.0651,12.4818
12/14/15,13.71,9.0669,12.4909
12/11/15,13.92,9.1881,12.6903
12/10/15,14.17,9.347,12.9359
12/9/15,14.27,9.4679,13.0642
12/8/15,14.24,9.4959,13.1123
12/7/15,14.49,9.6196,13.4055
12/4/15,14.13,9.3459,12.974
12/3/15,13.93,9.3283,13.2063
12/2/15,14.14,9.4053,13.3447
12/1/15,14.21,9.4243,13.4082
11/30/15,14.08,9.3848,13.3157
11/27/15,14.11,9.3773,13.3365
11/26/15,14.29,9.4768,13.4621
11/25/15,14.07,9.3414,13.2874
11/24/15,14.14,9.3593,13.2845
11/23/15,13.98,9.2418,13.1589
11/20/15,14.29,9.3576,13.3814
11/19/15,14.21,9.307,13.2643
11/18/15,14.17,9.3144,13.2865
11/17/15,14.25,9.3725,13.3652
11/16/15,14.36,9.4511,13.3693
11/13/15,14.39,9.4553,13.3364
11/12/15,14.39,9.4783,13.4298
11/11/15,14.44,9.5244,13.4739
11/10/15,14.55,9.6307,13.5588
11/9/15,14.78,9.7887,13.7118
11/6/15,15.08,9.9604,13.8654
11/5/15,15.02,9.7844,13.8077
11/4/15,15.26,9.8969,13.9654
11/3/15,15.38,9.9922,14.0201
11/2/15,15.4,9.9567,13.9835
10/30/15,15.63,10.1804,14.1859
10/29/15,15.82,10.3677,14.4369
10/28/15,16.03,10.4874,14.4845
10/27/15,15.8,10.3032,14.2896
10/26/15,16.1,10.492,14.6138
10/23/15,15.98,10.3854,14.4081
